NO,식품명,1회제공량,에너지(㎉),탄수화물(g),단백질(g),지방(g),총 포화 지방산(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),나트륨(㎎),콜레스테롤(㎎)
7023,멸치볶음,50,138,6.81,19.72,3.54,0.64,5.8,5.06,525.4,4.83,149.69,1303.05,184.35
7024,묵은지삼겹살볶음,200,302.03,16.79,11.52,20.98,6.72,7.23,6.42,100.16,1.86,46.63,1207.11,26.72
7025,문어고추장볶음,200,175.01,17.23,21.93,2.04,0.43,10.88,2.84,35.76,0.58,85.29,974.4,157.77
7026,미역줄기볶음,80,61.43,3.88,0.77,4.76,0.71,0.44,3.4,50.69,0.27,12.37,404.01,0
7027,브로콜리볶음,90,46.14,4.98,3.98,1.15,0.2,1.28,4.09,23.09,0.71,20.28,84.88,0
7028,새송이버섯볶음,120,145.44,11.15,3.54,9.63,1.81,4.5,4.89,2.85,0.53,17.29,408.74,0
7029,새우볶음,200,166.66,11.91,19.81,4.42,0.75,7.97,2.2,62.63,0.67,50.11,652.19,159.34
7030,소시지볶음,200,559.51,28.82,23.88,38.75,11.6,11.66,5.04,107.1,1.7,30.34,1773.53,56.81
7031,쇠고기고추장볶음,220,434.08,23.55,31.59,23.73,9.42,21.33,19.34,26.8,3.91,48.64,1218.57,85.37
7032,쇠고기버섯볶음,230,330.36,15.91,26.66,17.79,5.92,6.55,11.55,56.73,3.73,62.44,848.07,54.3
7033,쇠고기볶음,190,543.39,5.4,33.24,43.2,16.61,8.16,2.5,21.95,3.87,40.63,562.62,70.35
7034,쇠고기채소볶음,230,288.81,14.81,29.44,12.42,5,10.41,11.08,29.95,3.27,49.25,619.78,88.42
7035,양파볶음,80,44.67,7.61,0.79,1.23,0.09,7.32,1.27,14.1,0.24,7.93,219.4,0
7036,어묵볶음,140,275.24,34.06,11.78,10.21,1.85,8.84,3.49,59.6,0.97,31.05,1144.7,23.3
7037,어묵잡채,280,414.12,73.15,6.55,10.59,1.8,4.2,4.65,94.08,3.18,25.54,1201.2,10.72
7038,어묵채소볶음,90,136.68,15.48,5.7,5.77,0.9,1.13,1.97,30.12,0.58,16.18,568.9,8.42
7039,오징어볶음,200,255.56,14.86,19.69,13.04,2,3.85,7.9,66.12,1.06,66.38,619.61,218.36
7040,오징어채볶음,20,59.52,4.07,4.09,2.99,0.47,4.92,1.53,3.05,0.09,7.5,263.9,41.86
7041,유산슬,220,189.43,9.01,16.58,9.68,1.71,4.73,4,34.04,1.1,37.9,463.88,66.59
7042,잔멸치견과류볶음,50,193.96,11.32,12.17,11.11,1.27,7.27,5.52,173.92,1.07,101.76,876.32,67.4
7043,잔멸치고추볶음,50,114.05,2.86,16.64,4,0.71,1.88,3.27,217.6,0.81,112.19,1030.52,163.99
7044,잔멸치꽈리고추볶음,50,146.65,4.62,12.39,8.74,1.37,2.92,3.24,221.06,0.65,102.69,633.08,96.97
7045,잔멸치볶음,50,170.46,4.81,21.82,7.1,1.18,6.54,3.23,289.61,0.82,151.42,1395.79,267.18
7046,잔멸치풋고추볶음,50,127.82,8.47,14.12,4.16,0.78,5.31,4.16,249.55,0.46,166.66,1035.08,162.86
7047,잡채,200,291.15,48.52,9.41,6.6,1.09,1.45,7.35,72.16,3.3,36.88,719.68,45.31
7048,제육볶음,250,487.98,11.82,30.37,35.47,10.46,0.94,8.94,54.78,2.74,64.59,1251.93,114
7049,죽순쇠고기볶음,230,276.31,8.69,31.46,12.86,4.87,4.77,14.47,32.37,3.63,32.85,492.5,71.24
7050,참치 김치볶음,100,121.88,7.12,8.33,6.68,0.64,1.83,2.97,40.12,0.67,25.93,479.74,20.25
7051,채소떡볶이,200,515.29,114.11,6.24,3.76,0.77,3.94,2.53,27.33,0.48,31.29,537.97,0
7052,콩나물잡채,230,153.12,28.86,4.43,2.22,0.28,21.56,8.27,81.95,0.94,38.2,1422.94,0
7053,팔보채,220,196.98,7.53,27.33,6.39,0.85,4.59,5.52,244.51,3.03,203.21,1883.99,112.15
7054,멸치풋고추볶음,50,94.83,6.65,10.31,3,0.65,4.51,2.41,250.19,2.62,82.36,672.44,98.4
7055,햄채소볶음,220,401.83,21.13,23.04,25.02,7.91,7.32,3.94,74.28,2.14,32.32,1766.73,71.47
7056,BLT샌드위치,220,423.85,18.56,20.9,29.56,7.99,1.31,4.28,172.66,1.66,32.45,786.82,180.63
7057,감자크로켓,150,295.63,18.37,8.55,20.89,2.39,2.89,2.72,35.94,1.24,22.37,262.16,134.66
7058,꽈배기,70,272.34,30.1,5.83,14.29,3.15,7.04,1.44,77.41,0.56,15.65,225.13,11.36
7059,닭가슴살샌드위치,230,551.65,48.21,28.02,27.41,7.27,7.1,5.43,133.32,0.39,48.89,1006.32,64.55
7060,도넛,70,294.22,31.39,4.48,16.75,3.74,8.31,1.1,7.64,0.44,12.61,145.12,12.39
7061,롤케이크,100,311.94,44.01,7.36,11.83,1.82,24.64,1.44,31.51,1.13,10.09,142.89,142.59
7062,링도넛,100,514.57,46.16,7.85,33.17,4.49,11.6,1.22,50.12,1.04,21.24,537.42,47.22
7063,마늘빵,50,219.12,28.97,6.03,8.79,4.33,3.68,2.14,25.11,0.29,14.86,259.74,13.34
7064,머핀,130,499.29,76.89,7.45,17.99,8.92,51.55,1.44,57.74,0.9,18.41,534.61,76.91
7065,모닝빵,70,219.52,36.52,6.65,5.2,2.12,5.58,1.68,21.21,0.39,15.33,342.38,28.38
7066,모카빵,150,507.78,86.94,12.82,12.08,5.64,18.79,5.47,134.05,1.46,35.27,531.15,78.11
7067,베이글,120,367.64,64.18,12,6.99,0.69,5.5,3.27,143.39,0.91,33.39,834.26,0
7068,불고기버거,200,499.77,45.35,27.76,23.04,8.67,0.26,7.29,30.78,2.48,39.16,676.85,91.86
7069,사과파이,100,184.65,34.83,2.54,3.91,1.95,7.11,2.33,19.56,0.43,7.28,204.49,14.39
7070,생크림케이크,100,237.09,27.62,3.45,12.54,8.52,14.49,1.08,42.13,0.58,9.19,151.11,70.1
7071,소보로빵,70,274.19,38.94,5.79,10.59,4.47,11.68,2.06,29.41,0.52,15.8,277.44,35.37
7072,식빵,100,264.36,50.91,9.34,2.6,1.47,1.56,3.47,218.7,0.76,25.76,468.43,5.57
7073,식빵토스트,100,365.67,51.47,8.78,13.85,6.33,4.5,2.53,46.68,0.69,19.08,532.65,55.92
7074,찐빵,250,532.43,119.43,12.98,0.31,0.42,27.6,9.46,55.3,1.95,36.01,585.27,6.9
7075,참치 샌드위치,250,505.3,34.45,26.34,29.13,6.6,3.46,4.36,65.61,1.59,45.73,522.16,47.15
7076,찹쌀도넛,70,201.62,38.89,4.2,3.25,0.45,7.73,2.72,14.36,0.53,8.56,218.53,0.34
7077,채소샌드위치,180,439.87,42.88,7.35,26.55,5.19,25.66,4.49,45.27,0.13,27.13,766.41,11.56
7078,초코 소라빵,70,222.99,36.23,2.3,7.65,3.04,6.5,1.5,46.86,0.86,14.67,150.4,13.73
7079,츄러스,70,252.49,40.72,4.62,7.9,1.71,15.91,2.1,16.62,0.41,12.74,253.88,0
7080,치킨버거,200,475.56,50.17,24.86,19.49,5.02,3.82,5.49,31.22,1.03,42.58,666.76,60.57
7081,카스텔라,70,234.74,33.59,7.02,8.03,0.8,23.64,0.89,26.35,1.02,10.15,43.81,147.85
7082,콤비네이션피자,200,548.05,51.07,21.35,28.71,7.67,9.69,5.13,282.37,1.26,51.6,882.61,42.31
7083,크로아상,150,669.17,64.96,11.28,40.47,14.63,9.15,3.44,55.64,1.2,27.05,685.04,36.75
7084,페이스트리,70,326.3,29.05,5.82,20.76,10.72,4.5,1.46,13.65,0.32,16.04,261.05,25.44
7085,피자빵,200,595.65,63.52,17.7,30.09,9.84,16.21,4.34,191.71,1.73,45.35,1274.89,91.19
7086,햄버거,200,527.67,43.34,25.69,27.95,8.83,6.25,5.56,31.78,2.71,37.46,900.73,90.4
7087,햄샌드위치,200,439.2,31.28,24.88,23.84,6.89,3.79,3.34,160.07,1.1,39.82,1397.4,185.82
7088,햄치즈샌드위치,240,433.09,45.79,21.15,18.37,5.84,9.62,4.14,189.33,2.27,35.28,658.78,197.74
7089,호떡,150,470.6,85.68,8.11,10.61,1.33,1.09,3.12,20.57,0.57,17.49,316.31,0
7090,가오리회무침,230,186.62,14.6,26.07,2.66,0.45,12.57,6.16,914.51,0.77,74.4,813.55,638.57
7091,감자샐러드,150,189.19,18.37,1.97,11.98,2.04,5.63,2.73,11.43,0.41,20.95,354.01,6.8
7092,골뱅이국수무침,230,250.52,43.49,11.53,3.38,0.42,8.2,3.85,51.71,1.13,42.72,645.62,33.35
7093,과일샐러드,140,138.69,12.95,1.75,8.87,1.27,13.02,4.14,31.4,0.3,19.52,47.46,5.9
7094,굴무생채,300,149.16,17.76,11.04,3.77,0.57,12.13,7.7,90.33,3.64,103.47,1097.91,38.42
7095,굴무침,80,61.44,5.84,5.34,1.85,0.49,2.19,2.82,27.21,1.53,27.93,162.93,22.7
7096,김무침,30,77.57,5.8,6.35,3.22,0.46,1.72,5.24,72.32,1.51,60.18,303.3,0
7097,낙지무침,180,138,7.13,22.33,2.24,0.31,0.26,6.8,45.1,0.85,40.29,611.79,245.56
7098,느타리버섯무침,150,88.01,5.16,4.11,5.66,0.69,0.13,6.99,11.44,0.54,20.99,466.7,0
7099,다시마무침,90,43.27,6.12,2.31,1.06,0.25,0,5.45,80.75,0.24,64.37,2482.97,11.73
7100,단호박샐러드,150,242.52,28.15,2.22,13.45,2.02,21.45,3.06,25.18,0.62,17.33,105.47,6.78
7101,달래무침,60,37.79,3.64,1.75,1.81,0.24,2.3,1.72,33.49,0.56,19.51,340.26,0
7102,닭가슴살샐러드,150,203.24,8.04,10.75,14.23,1.82,4.88,4.72,61.79,0.71,58.21,132.24,16.27
7103,닭고기냉채,240,215.62,11.99,31.4,4.67,1.21,11.53,4.89,39.87,1,47.43,362.94,111.16
7104,도라지생채,160,123.97,25.84,3.3,0.82,0.21,8.4,7.33,55.39,0.67,41.29,452.91,0
7105,도라지오이생채,160,76.02,10.14,2.65,2.76,0.44,11.01,4.45,52.54,0.98,38.98,388.86,0
7106,도토리묵 무침,200,147.76,21.84,1.85,5.89,0.76,3.63,4.03,34.32,0.58,24.1,637.36,0
7107,돌나물무침,50,34.25,4.15,0.83,1.59,0.25,2.63,1,62.47,0.24,11.8,180.24,0
7108,두릅초고추장무침,90,60.49,7.1,1.94,2.71,0.38,4.09,3.06,54.21,0.97,28.84,184.4,0
7109,마늘쫑무침,30,31.92,3.83,0.82,1.48,0.19,2.24,1.78,13.23,0.18,6.96,93.82,0
7110,무말랭이무침,20,24.17,4.5,0.84,0.31,0.25,0.82,1.82,55.2,2.54,10.66,90.02,0.39
7111,무생채,150,73.54,10.99,3.64,1.67,0.24,2.67,7.34,153.45,0.79,78.2,1232.22,12.13
7112,미나리무침,90,41.52,4.87,1.18,1.92,0.27,2.02,2.8,36.93,0.34,24.05,688.44,0
7113,미역초무침,50,17.49,2.62,0.59,0.51,0.08,0.65,1.97,39.28,0.16,26.17,225.9,0
7114,민들레잎무침,90,72.9,11.09,2.42,2.1,0.19,7.34,4.54,68.36,1,28.82,222.88,0
7115,배추겉절이,50,27.32,3.29,1.14,1.07,0.21,0.65,1.77,27.55,0.23,9.1,163.82,1.45
7116,부추무침,100,92.3,6.25,3.5,5.92,0.79,3.06,5.58,67.73,0.74,39.31,666.27,14.73
7117,북어채무침,150,282.02,18.07,42.6,4.37,0.76,8.38,6.65,216.44,1.55,95.7,1133.9,166.12
7118,상추겉절이,100,61.14,5.26,2.36,3.41,0.38,2.98,3.39,67.59,0.66,40.5,431.14,5.8
7119,새싹채소샐러드,100,74.21,4.96,2.77,4.81,0.62,2.26,1.52,49.11,0.44,19.75,155.58,12.28
7120,양배추샐러드,150,225.1,12.7,4.03,17.57,2.68,11.92,3.89,42.14,0.5,34.56,144.95,7.71
7121,양상추샐러드,150,188.98,5.13,7.36,15.45,1.96,2.37,3.75,65.52,1.2,60.12,236.63,0
7122,양장피,220,291.79,24.1,16.05,14.58,2.66,0.96,4.1,136.49,3.91,85.26,1090.25,144.96
7123,양파부추무침,100,44.19,6.81,1.83,1.07,0.19,5.79,2.08,26.81,0.33,17.05,326.14,0
7124,열무겉절이,100,57.55,5.38,2.4,2.94,0.46,2.26,2.95,74.11,0.79,32.55,890.88,0
7125,오이부추무침,100,31.32,5.01,1.95,0.39,0.08,4.15,2.48,29.05,0.39,27.76,1069.5,0
7126,오이생채,50,34.53,4.48,0.89,1.45,0.07,4.02,0.84,15.44,0.23,11.31,236.93,0
7127,오이지무침,100,52.32,4.21,0.96,3.51,0.41,2.78,3.58,55.12,0.64,20.79,1615.24,0
7128,오징어무침,200,254.31,13.04,39.45,4.93,0.78,13.15,9.35,45.11,0.78,104.22,652.52,466.13
7129,오징어물회,700,339.79,22.81,43.3,8.37,1.3,14.72,10.76,48.82,0.85,131.12,2551.48,478.01
7130,오징어채무침,80,206.14,22.73,18.88,4.42,0.79,14.97,5.35,27.91,0.49,36.35,1442.6,182.18
7131,오징어채소무침,240,149.09,18.23,14.04,2.23,0.33,13.3,5.6,37.69,1.75,50.93,389.74,118.01
7132,옥수수샐러드,160,265.65,20.28,3.13,19.11,3,9.61,4.23,24.36,0.86,20.18,772.33,9.31
7133,참치샐러드,150,226.74,11.28,16.23,12.97,2.2,10.36,3.78,25.2,0.85,30.62,448.96,32.86
7134,채소샐러드,160,232.33,8.16,1.86,21.36,3.38,7.55,2.74,37.25,0.28,17.77,118.32,11.32
7135,치커리겉절이,100,56.41,4.4,1.49,3.65,0.42,3.71,1.92,46,0.55,15.62,176.85,0
7136,파래무침,30,14.83,1.49,1.06,0.51,0.06,0.52,1.05,14.9,6.59,22.23,220.77,0.65
7137,파무침,150,105.95,13.62,3.38,4.22,0.46,12.03,5.28,70.22,0.86,42.25,635.69,9.38
7138,풋고추된장무침,100,123.64,12,2.37,7.35,1.07,8.43,3.43,34.18,0.46,23.94,182.55,0
7139,풋마늘무침,100,71.06,11.27,4.14,1.04,0.11,5.95,4.6,33.74,0.87,23.7,477,0
7140,피조개무침,100,51.64,6.07,4.71,0.95,0.18,3.72,2.1,36.16,3.07,33.8,222.87,14.87
7141,해초무침,100,39.3,8.52,0.95,0.16,0.06,3.95,4.25,54.36,0.39,13.67,862.21,0
7142,호박오가리나물무침,100,200.5,21.46,6.14,10.01,1.65,6.82,7.03,69.44,1.72,63.31,1849.2,0
7143,회무침,250,203.95,21.5,20.22,4.12,1.31,11.33,6.47,159.58,2.17,82.48,686.98,65.99
7144,육회,150,195.06,12.18,14.9,9.64,3.17,7.93,9.87,18.57,2.06,33.84,627.01,42.14
7145,팥빙수,400,401.79,82.39,14.29,1.67,1.74,37.84,15.86,108.43,3.01,73.97,125.16,9.1
7146,미숫가루,300,211.16,31.25,6.24,6.8,1.08,0,6.49,82.25,2.19,76.91,71.71,0
7147,고추장아찌,60,49.62,8.44,1.19,1.24,0.04,0.44,2.29,13.55,0.31,16.73,1515.58,0
7148,깻잎장아찌,20,20.18,3.11,0.41,0.68,0.02,0.71,0.64,20.08,0.53,2.57,317.18,0
7149,단무지,30,3.77,0.72,0.1,0.06,0.01,0.14,0.4,3.29,0.03,0.65,165.55,0
7150,더덕장아찌,90,127.28,26.01,4.02,0.8,0.21,13.84,5.09,34.11,0.99,39.14,1050.26,0
7151,마늘장아찌,230,147.23,4.61,6.15,11.58,0.08,11.86,5.57,70.86,1.32,32.88,2811.42,0
7152,무짠지,50,5.63,0.99,0.27,0.06,0.01,0.79,1.28,9.26,0.12,6.92,1190.97,0
7153,양파장아찌,50,40.18,7.89,1.31,0.38,0.01,8.96,0.64,8.42,0.26,9.43,534.21,0
7154,오이장아찌,50,7.11,1.27,0.18,0.14,0.02,0.52,1.17,10.63,0.19,1.6,370.08,0
7155,오이지,50,10.34,1.42,0.37,0.36,0.02,0,1.25,11.2,0.15,42.96,1024.89,0
7156,일본매실장아찌,30,19.52,3.31,0.38,0.53,0.01,2.36,1.03,7.82,0.32,12.26,1118.28,0
7157,치킨무,130,22.1,3.97,0.68,0.39,0.02,2.27,1.97,22.19,0.18,8.21,245.3,0
7158,가지전,200,245.82,17.75,10.96,14.55,3.6,1.68,4.57,66.48,1.84,49.78,674.41,196.96
7159,감자전,200,265.62,33.58,3.43,13.07,1.77,3.62,4.05,17.53,0.72,38.84,586.57,0
7160,고구마전,140,318.36,50.38,4.09,11.17,1.66,19.97,5.09,26.78,0.93,52.78,121.43,0
7161,김치전,150,201.08,28.51,7.58,6.3,1.3,6.32,3.67,64.6,0.94,25.43,360.13,82.36
7162,달걀말이,100,193.49,1.45,17.21,13.21,3.33,0,1.2,55.17,1.74,11.84,449.07,339.85
7163,달걀프라이,60,124.53,3.09,9.44,8.27,2.23,0.02,5.03,31.18,1.19,8.03,96.71,196.63
7164,돼지고기완자전,200,277.36,13.01,29.56,11.9,3.53,5.12,7.84,71.29,2.45,66.49,1718.39,136.52
7165,두부부침,100,139.93,2.07,10.92,9.77,1.45,0.24,0.65,63.23,1.78,104.38,429.11,0
7166,떡갈비,200,403.4,4.92,42.76,23.63,8.58,0.79,2.13,43.17,5.8,38.05,807.59,136.07
7167,맛살전,200,329.53,39.37,14.95,12.47,2.41,2.27,1.91,344.01,1.26,15.32,1117.79,128.36
7168,메밀전,180,289.81,62.63,7.23,1.15,0.46,0.54,5.31,29.12,2.25,110.47,261.22,0
7169,부추전,150,251.22,41.79,6.95,6.25,1.2,12.42,4.28,31.15,0.76,19.42,370.09,39.25
7170,쇠고기완자전,200,323.34,9.35,37.46,15.12,3.22,0.4,8.04,81.52,0.94,34.83,762.9,145.22
7171,스크램블드에그,110,237.34,2.82,12.99,19.35,3.52,0.49,5.11,61.42,1.91,13.66,406.39,276.45
7172,애호박전,150,182.9,10.1,6.53,12.93,1.99,3.48,3.22,49.91,0.99,27.55,335.53,113.98
7173,참치완자전,200,345.27,27.13,29.99,12.98,3,7.37,5.3,37.44,2.75,41.14,1133,139.75
7174,채소전,100,145.11,22.59,3.57,4.5,0.89,2.06,2.77,21.53,0.48,11.18,258.77,19.62
7175,표고버섯전,150,271.89,19.11,15.19,14.97,3.27,2.84,11.03,40.88,1.89,36.8,475.95,108.49
7176,해물완자전,200,444.86,36.07,22.92,23.21,6.85,6.81,3.53,46.93,0.99,51.92,1181,122.44
7177,해물파전,150,256.14,27.43,8.25,12.6,1.56,1.23,2.44,64.65,3.52,24.42,449.35,76.08
7178,햄달걀부침,100,277.32,8.06,12.71,21.59,6.65,0,1.54,16.23,0.92,13.36,590.52,77.39
7179,가자미식해,250,335.62,29.1,27.73,12.03,1.75,9.27,10.32,739.73,2.91,185.83,1711.42,184.52
7180,간장게장,250,155.4,15.09,17.56,2.76,0.39,10.53,2.75,162.26,2.37,107.45,2722.89,122.28
7181,양념갈치젓,90,134,9.25,13.98,4.57,1.68,4.42,6.08,230.05,1.28,176.66,4520.65,101.04
7182,양념게장,200,193.49,25.21,20.45,1.21,0.48,17.53,9.41,530.62,2.57,121.23,1608.01,92.32
7183,양념멸치젓,5,4.51,0.37,0.57,0.08,0.04,0.03,0.13,27.15,0.11,9.29,333.35,5.88
7184,양념새우젓,10,6.89,0.6,0.71,0.18,0.03,0.05,0.19,73.51,0.17,30.24,740.2,6.98
7185,오징어젓,10,6.03,0.34,1.01,0.07,0.02,0.24,0.16,2.8,0.03,6.15,215.05,14.47
7186,갈치조림,100,100.82,6.16,12.72,2.81,0.59,6.29,2.63,35.99,0.52,31.64,567.55,50.49
7187,감자조림,50,56.79,9.05,1.2,1.76,0.21,3.84,0.91,8.76,0.23,11.75,243.52,0
7188,건갈치조림,100,127.65,4.64,15.93,5.04,1.05,5.35,2.2,91.18,0.6,70.64,1169.12,86.31
7189,고등어조림,100,141.01,4.1,11.25,8.84,2.14,3.39,2.45,48.66,0.81,28.11,389.57,30.05
7190,꽁치조림,100,243.51,5.14,15.52,17.87,3.52,4.05,3.56,77.59,1.29,28.18,349.67,32.81
7191,달걀장조림,100,138.11,8.67,9.85,7.12,2.07,6.87,1.54,38.08,1.45,15.76,627.5,246.68
7192,닭고추장조림,250,379.87,33.13,22.79,17.36,5.13,5.09,8.27,62.23,1.94,61.32,724.24,122.38
7193,닭조림,150,294.79,9.86,27.05,16.35,4.09,0.75,3.45,66.82,1.19,44.99,705.01,105.48
7194,돼지고기 메추리알 장조림,100,166.24,4.26,20.07,7.66,1.51,6.19,0.22,23.09,1.23,21.34,388.14,177.59
7195,돼지고기장조림,100,72.66,0.63,15.58,0.87,0.55,7.27,0.72,9.47,0.56,27.83,802.09,33.73
7196,두부조림,50,71.55,2.2,4.82,4.83,0.68,1.82,0.4,26.71,0.74,42.06,80.66,0
7197,땅콩조림,20,96.52,3.99,3.75,7.28,1.16,1.97,2.05,17.53,0.32,34.27,114.74,0
7198,마늘쫑조림,100,194.24,43.82,4.04,0.31,0.69,6.42,7.85,82.25,0.79,34.07,1191.03,0
7199,메추리알 장조림,100,202.86,6.3,14.25,13.41,4.18,3.48,0.76,74.26,2.93,20.74,754.51,389.45
7200,멸치조림,100,318.37,8.93,40.92,13.22,2.27,7.35,12.12,1577.99,15.77,311.41,3162.58,384.78
7201,무조림,150,71.44,6.43,3.39,3.57,0.52,5.81,3.14,32.33,0.8,39.36,1168.66,0.96
7202,미트볼조림,150,331.41,19.42,27.23,16.09,3.18,15.78,4.39,35.81,1.37,49.28,472.37,44.22
7203,버섯조림,150,90.66,9.34,6.57,3,2.21,2.92,6.04,15.38,1.17,29.53,452.58,0
7204,병어조림,100,112.38,4.87,12.46,4.78,2.07,0.22,0.9,61.22,0.63,28.97,842.21,40.81
7205,삼치조림,100,124.64,2.61,15.88,5.63,1.64,2.03,1.59,51.97,0.69,29.34,441.01,51.41
7206,쇠고기 메추리알 장조림,100,157.49,15.56,11.69,5.39,1.63,3.32,1.7,25.12,1.93,26.36,877.28,181.88
7207,쇠고기장조림,100,68.76,4.84,10.41,0.86,0.43,1,0.75,8.31,1.11,14.49,543.47,20.21
7208,양미리조림,100,65.31,9.09,5.76,0.66,0.29,2.2,2.79,128.56,1.18,28.55,710.57,49.59
7209,어묵조림,200,317.02,46.32,11.65,9.46,1.61,4.85,5.74,79.75,1.37,39.46,856.48,15.67
7210,연근조림,50,87.19,14.71,1.34,2.55,0.32,1.39,1.3,16.62,0.77,9.78,330.58,0
7211,오징어조림,150,206.02,18.68,24.82,3.56,0.95,10.28,4.34,40.18,0.96,74.96,2203.44,259.11
7212,오징어채조림,50,119.8,12.68,11.76,2.45,0.41,6.89,2.91,23.51,0.31,21.13,564.87,118.36
7213,우엉조림,30,56.54,10.44,1.44,1,0.16,8.53,1.73,22.53,0.34,19.86,352.17,0
7214,쥐포조림,100,276.3,36.12,13.03,8.86,1.3,23.37,4.74,198.11,1.23,36.82,1264.75,50.56
7215,코다리조림,100,86.06,4.16,16.46,0.4,0.17,3.67,12.85,73.34,0.58,39.78,465.52,66.8
7216,콩조림,30,84.27,10.45,5.39,2.32,0.2,1.06,4.68,27.2,1,26.65,260.31,0
7217,닭죽,400,177.46,28.57,10.7,2.27,1.3,0,0.32,16.89,0.42,18.2,467.19,29.78
7218,쇠고기죽,400,244.09,50.44,8.62,0.87,0.94,0,0.27,12.86,0.36,12.43,1063.88,8.12
7219,양송이스프,100,105.29,8.06,2.41,7.04,3.93,2.52,1.6,41.38,0.14,10.34,169.54,17.01
7220,오리고기죽,400,618.71,79.8,30,19.94,4.64,0,6.9,45.19,3.21,37.47,248.38,144.26
7221,전복죽,400,317.19,38.49,7.27,14.9,0.74,0,6.22,9.54,0.51,14.89,631.68,34.49
7222,채소죽,400,173.76,30.47,6.75,2.76,0.72,0.69,6.08,35.13,0.8,29.09,894.77,0
7223,팥죽,400,324.17,66.63,12.69,0.76,0.28,0.08,8.33,39.95,4.53,52.46,508.72,0
7224,호박죽,400,197.52,26.3,7.7,6.84,0.14,14.24,10.37,45.87,1.03,39.6,167.39,0
7225,흑임자죽,400,245.96,14.56,4.41,18.9,1.11,2.99,2.85,138.75,1.44,49.42,635.84,0
7226,갈치찌개,250,94.75,4.88,13.17,2.51,0.75,2.45,2.1,26.15,0.58,33.51,228.68,37.61
7227,감자탕,530,375.69,12.03,33.43,21.54,6.15,0,12.48,202.2,5.61,54.42,1739.85,204.22
7228,김치전골,270,197.79,15.34,8.43,11.41,1.82,2.14,4.32,55.65,1.75,50.18,808.04,20.07
7229,꽁치김치찌개,270,241.19,9.56,19.27,13.98,2.51,1.9,7.1,135.45,1.25,51.22,672.52,65.48
7230,꽃게탕,600,101.1,8.61,11.13,2.46,0.26,5.71,4.85,139.66,2.63,63.04,1639.04,15.67
7231,낙지전골,300,153.42,11.16,19.5,3.42,0.99,0,4.58,30.61,1.96,36.47,1452.71,154.31
7232,내장탕,600,423.97,10.08,34.9,27.12,10.66,0.32,11.47,57.86,6.31,63.39,1294.79,383.31
7233,냉이된장찌개,350,67,10.18,4.09,1.1,0.14,1.94,4.44,98,2.76,38.29,607.51,0
7234,달래된장찌개,350,122.7,13.32,11.12,2.77,0.64,1.42,5.55,76.69,2.99,78.13,1996.48,7.73
7235,닭볶음탕,300,332.04,25.57,35.74,9.65,3.57,1.25,4.37,58.51,1.92,70.56,1129.49,127.32
7236,대구 매운탕,600,134.18,1.14,26.96,2.42,0.9,0,5.66,304.35,1.02,60.03,1500.45,115.22
7237,동태찌개,200,87.22,3.44,12.22,2.73,0.39,0.25,3.55,66.58,0.91,42.21,546.61,53.35
7238,돼지고기김치찌개,200,90.91,2.07,8.49,5.41,0.95,0.09,3.05,23.66,0.98,28.46,413.53,14.22
7239,돼지고기찌개,300,143.02,6.77,18.76,4.54,0.64,0.38,3.98,47.5,1.3,52.98,764.62,32.84
7240,된장찌개,200,91.91,8.87,6.76,3.26,0.53,0,3.18,41.3,1.4,49.59,635.98,0
7241,두부고추장찌개,500,261.81,15.88,20.04,13.13,1.75,4,2.8,117.06,3.09,205.52,905.92,1.7
7242,두부된장찌개,270,110.23,6.9,8.78,5.28,0.75,2.66,2.36,60.43,2,72.44,1291.51,0
7243,두부쇠고기고추장찌개,280,162.34,18.85,12.77,3.98,0.77,0.48,5.21,33.15,1.99,61.71,546.92,18
7244,두부애호박된장찌개,350,189.41,20.07,17.61,4.3,0.74,6.04,5.67,49.74,2.4,86.59,688.66,19.43
7245,버섯샤브샤브,350,104.64,5.49,13.57,3.16,2.16,1.84,4.71,8.82,1.07,8.27,177.59,26.41
7246,버섯전골,300,233.68,14.34,15.43,12.73,2.93,3.54,8.62,29.2,3.1,29.91,439.29,36.99
7247,부대찌개,600,737.25,61.59,35.16,38.91,10.1,1.05,13.88,122.99,3.8,133.28,1435.59,66.31
7248,쇠고기 샤브샤브,600,259.59,10.77,32.27,9.72,1.05,8.94,7.36,75.02,3.43,88.9,577.83,71.37
7249,쇠고기된장찌개,300,163.93,10.51,17.12,5.93,1.23,2.15,5.27,82.78,2.25,78.47,890.4,17.93
7250,쇠고기전골,300,187.56,1.37,23.66,9.71,2.07,0.14,1.37,68.46,1.73,60.78,895.64,48.25
7251,순두부김치찌개,200,69.65,4.34,5.95,3.17,0.92,0.64,1.96,28.11,0.78,27.2,302.02,9.19
7252,순두부찌개,200,85.54,2.61,9.06,4.32,0.9,1.19,2.1,23.54,1.16,29.09,426.64,17.15
7253,알탕,520,203.13,9.06,33.11,3.83,0.85,0,8.24,55.75,1.66,63.43,1301.49,420.22
7254,어묵김치찌개,260,98.44,16.4,4.74,1.54,0.38,4.15,3.31,51.24,0.64,37.77,664.58,6.53
7255,오리백숙,300,335.72,1.51,31.78,22.5,4.68,0.75,3.32,36.29,3.56,32.81,482.75,155.54
